Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
208	17:47:02	17:47:02	17:47:02	17:47:02	17:47:02	17:47:02			17:47:02	17:47:02	17:47:02	17:47:02	17:47:25	17:47:25	17:47:25	17:47:25	17:47:25	17:47:25			17:47:28	17:47:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:03	00:00:26
209	17:47:28	17:47:28	17:47:28	17:47:28	17:47:29	17:47:29			17:47:29	17:47:29	17:47:29	17:47:29	17:47:50	17:47:50	17:47:50	17:47:50	17:47:50	17:47:50			17:47:53	17:47:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
210	17:47:53	17:47:53	17:47:53	17:47:53	17:47:53	17:47:53			17:47:53	17:47:53	17:47:53	17:47:53	17:48:15	17:48:15	17:48:15	17:48:15	17:48:15	17:48:15	17:48:15	17:48:15	17:48:19	17:48:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00	00:00:00	00:00:04	00:00:26
211	17:48:19	17:48:19	17:48:19	17:48:19	17:48:20	17:48:20			17:48:20	17:48:20	17:48:20	17:48:20	17:48:40	17:48:40	17:48:40	17:48:40	17:48:40	17:48:40			17:48:43	17:48:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:03	00:00:23
212	17:48:43	17:48:43	17:48:43	17:48:43	17:48:44	17:48:44			17:48:44	17:48:44	17:48:44	17:48:44	17:49:09	17:49:09	17:49:09	17:49:09	17:49:09	17:49:09			17:49:13	17:49:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:03	00:00:29
213	17:49:13	17:49:13	17:49:13	17:49:13	17:49:13	17:49:13			17:49:13	17:49:13	17:49:13	17:49:13	17:49:33	17:49:33	17:49:34	17:49:34	17:49:34	17:49:34			17:49:36	17:49:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
214	17:49:37	17:49:37	17:49:37	17:49:37	17:49:37	17:49:37			17:49:37	17:49:37	17:49:37	17:49:37	17:49:59	17:49:59	17:49:59	17:49:59	17:49:59	17:49:59			17:50:02	17:50:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:03	00:00:25
215	17:50:02	17:50:02	17:50:02	17:50:02	17:50:03	17:50:03			17:50:03	17:50:03	17:50:03	17:50:03	17:50:24	17:50:24	17:50:24	17:50:24	17:50:24	17:50:24			17:50:27	17:50:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
216	17:50:27	17:50:27	17:50:27	17:50:27	17:50:27	17:50:27			17:50:27	17:50:27	17:50:27	17:50:27	17:50:50	17:50:50	17:50:51	17:50:51	17:50:51	17:50:51			17:50:53	17:50:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
217	17:50:54	17:50:54	17:50:54	17:50:54	17:50:54	17:50:54			17:50:54	17:50:54	17:50:54	17:50:54	17:51:14	17:51:14	17:51:14	17:51:14	17:51:14	17:51:14			17:51:17	17:51:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
218	17:51:17	17:51:17	17:51:17	17:51:17	17:51:18	17:51:18			17:51:18	17:51:18	17:51:18	17:51:18	17:51:39	17:51:39	17:51:39	17:51:39	17:51:39	17:51:39			17:51:42	17:51:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:03	00:00:24
219	17:51:42	17:51:42	17:51:42	17:51:42	17:51:43	17:51:43			17:51:43	17:51:43	17:51:43	17:51:43	17:52:03	17:52:03	17:52:03	17:52:03	17:52:03	17:52:03			17:52:06	17:52:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
220	17:52:06	17:52:06	17:52:06	17:52:06	17:52:07	17:52:07			17:52:07	17:52:07	17:52:07	17:52:07	17:52:27	17:52:27	17:52:27	17:52:27	17:52:27	17:52:27	17:52:27	17:52:27	17:52:32	17:52:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00	00:00:00	00:00:04	00:00:25
221	17:52:32	17:52:32	17:52:32	17:52:32	17:52:33	17:52:33			17:52:33	17:52:33	17:52:33	17:52:33	17:52:56	17:52:56	17:52:56	17:52:56	17:52:56	17:52:56			17:52:59	17:52:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:03	00:00:26
222	17:52:59	17:52:59	17:52:59	17:52:59	17:53:00	17:53:00			17:53:00	17:53:00	17:53:00	17:53:00	17:53:20	17:53:20	17:53:20	17:53:20	17:53:20	17:53:20			17:53:23	17:53:23		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
223	17:53:23	17:53:23	17:53:23	17:53:23	17:53:23	17:53:23			17:53:23	17:53:23	17:53:24	17:53:24	17:53:46	17:53:46	17:53:46	17:53:46	17:53:46	17:53:46			17:53:48	17:53:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
224	17:53:49	17:53:49	17:53:49	17:53:49	17:53:49	17:53:49			17:53:49	17:53:49	17:53:49	17:53:49	17:54:09	17:54:09	17:54:09	17:54:09	17:54:09	17:54:09			17:54:12	17:54:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
225	17:54:12	17:54:12	17:54:12	17:54:12	17:54:13	17:54:13			17:54:13	17:54:13	17:54:13	17:54:13	17:54:35	17:54:35	17:54:35	17:54:35	17:54:35	17:54:35			17:54:38	17:54:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:03	00:00:25
226	17:54:38	17:54:38	17:54:38	17:54:38	17:54:39	17:54:39			17:54:39	17:54:39	17:54:39	17:54:39	17:54:59	17:54:59	17:54:59	17:54:59	17:54:59	17:54:59			17:55:02	17:55:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
227	17:55:02	17:55:02	17:55:02	17:55:02	17:55:03	17:55:03			17:55:03	17:55:03	17:55:03	17:55:03	17:55:25	17:55:25	17:55:25	17:55:25	17:55:25	17:55:25			17:55:28	17:55:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
228	17:55:28	17:55:28	17:55:28	17:55:28	17:55:29	17:55:29			17:55:29	17:55:29	17:55:29	17:55:29	17:55:49	17:55:49	17:55:49	17:55:49	17:55:49	17:55:49			17:55:52	17:55:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
229	17:55:52	17:55:52	17:55:52	17:55:52	17:55:53	17:55:53			17:55:53	17:55:53	17:55:53	17:55:53	17:56:15	17:56:15	17:56:15	17:56:15	17:56:15	17:56:15			17:56:18	17:56:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
230	17:56:18	17:56:18	17:56:18	17:56:18	17:56:19	17:56:19			17:56:19	17:56:19	17:56:19	17:56:19	17:56:41	17:56:41	17:56:41	17:56:41	17:56:41	17:56:41	17:56:41	17:56:41	17:56:45	17:56:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00	00:00:00	00:00:04	00:00:26
231	17:56:45	17:56:45	17:56:45	17:56:45	17:56:46	17:56:46			17:56:46	17:56:46	17:56:46	17:56:46	17:57:08	17:57:08	17:57:08	17:57:08	17:57:09	17:57:09			17:57:12	17:57:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:03	00:00:26
232	17:57:12	17:57:12	17:57:12	17:57:12	17:57:13	17:57:13			17:57:13	17:57:13	17:57:13	17:57:13	17:57:34	17:57:34	17:57:34	17:57:34	17:57:34	17:57:34			17:57:37	17:57:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
233	17:57:37	17:57:37	17:57:37	17:57:37	17:57:37	17:57:37			17:57:37	17:57:37	17:57:37	17:57:37	17:57:58	17:57:58	17:57:58	17:57:58	17:57:58	17:57:58			17:58:01	17:58:01		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
234	17:58:01	17:58:01	17:58:01	17:58:01	17:58:02	17:58:02			17:58:02	17:58:02	17:58:02	17:58:02	17:58:23	17:58:23	17:58:23	17:58:23	17:58:23	17:58:23			17:58:26	17:58:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
235	17:58:26	17:58:26	17:58:26	17:58:26	17:58:27	17:58:27			17:58:27	17:58:27	17:58:27	17:58:27	17:58:48	17:58:48	17:58:48	17:58:48	17:58:48	17:58:48			17:58:51	17:58:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
236	17:58:51	17:58:51	17:58:51	17:58:51	17:58:52	17:58:52			17:58:52	17:58:52	17:58:52	17:58:52	17:59:14	17:59:14	17:59:14	17:59:14	17:59:14	17:59:14			17:59:17	17:59:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
237	17:59:17	17:59:17	17:59:18	17:59:18	17:59:18	17:59:18			17:59:18	17:59:18	17:59:18	17:59:18	17:59:41	17:59:41	17:59:41	17:59:41	17:59:41	17:59:41			17:59:44	17:59:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:03	00:00:26
238	17:59:44	17:59:44	17:59:44	17:59:44	17:59:45	17:59:45			17:59:45	17:59:45	17:59:45	17:59:45	18:00:07	18:00:07	18:00:07	18:00:07	18:00:07	18:00:07			18:00:10	18:00:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:03	00:00:26
239	18:00:11	18:00:11	18:00:11	18:00:11	18:00:11	18:00:11			18:00:11	18:00:11	18:00:11	18:00:11	18:00:32	18:00:32	18:00:33	18:00:33	18:00:33	18:00:33			18:00:35	18:00:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
240	18:00:36	18:00:36	18:00:36	18:00:36	18:00:36	18:00:36			18:00:37	18:00:37	18:00:37	18:00:37	18:00:59	18:00:59	18:00:59	18:00:59	18:01:00	18:01:00	18:01:00	18:01:00	18:01:05	18:01:05		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00	00:00:00	00:00:05	00:00:29
241	18:01:05	18:01:05	18:01:05	18:01:05	18:01:06	18:01:06			18:01:06	18:01:06	18:01:06	18:01:06	18:01:27	18:01:27	18:01:27	18:01:27	18:01:28	18:01:28			18:01:30	18:01:30		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
242	18:01:31	18:01:31	18:01:31	18:01:31	18:01:32	18:01:32			18:01:32	18:01:32	18:01:32	18:01:32	18:01:54	18:01:54	18:01:54	18:01:54	18:01:54	18:01:54			18:01:57	18:01:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
243	18:01:57	18:01:57	18:01:57	18:01:57	18:01:58	18:01:58			18:01:58	18:01:58	18:01:58	18:01:58	18:02:20	18:02:20	18:02:21	18:02:21	18:02:21	18:02:21			18:02:24	18:02:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:03	00:00:26
244	18:02:24	18:02:24	18:02:24	18:02:24	18:02:25	18:02:25			18:02:25	18:02:25	18:02:25	18:02:25	18:02:47	18:02:47	18:02:48	18:02:48	18:02:48	18:02:48			18:02:50	18:02:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
245	18:02:51	18:02:51	18:02:51	18:02:51	18:02:51	18:02:51			18:02:51	18:02:51	18:02:51	18:02:51	18:03:12	18:03:12	18:03:13	18:03:13	18:03:13	18:03:13			18:03:15	18:03:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
246	18:03:16	18:03:16	18:03:16	18:03:16	18:03:16	18:03:16			18:03:16	18:03:16	18:03:16	18:03:16	18:03:40	18:03:40	18:03:40	18:03:40	18:03:40	18:03:40			18:03:43	18:03:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
247	18:03:43	18:03:43	18:03:43	18:03:43	18:03:44	18:03:44			18:03:44	18:03:44	18:03:44	18:03:44	18:04:06	18:04:06	18:04:06	18:04:06	18:04:06	18:04:06			18:04:10	18:04:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:03	00:00:26
248	18:04:10	18:04:10	18:04:10	18:04:10	18:04:11	18:04:11			18:04:11	18:04:11	18:04:11	18:04:11	18:04:32	18:04:32	18:04:32	18:04:32	18:04:32	18:04:32			18:04:35	18:04:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
249	18:04:35	18:04:35	18:04:35	18:04:35	18:04:36	18:04:36			18:04:36	18:04:36	18:04:36	18:04:36	18:04:59	18:04:59	18:04:59	18:04:59	18:04:59	18:04:59			18:05:02	18:05:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
250	18:05:03	18:05:03	18:05:03	18:05:03	18:05:03	18:05:03			18:05:03	18:05:03	18:05:03	18:05:03	18:05:24	18:05:24	18:05:24	18:05:24	18:05:24	18:05:24	18:05:24	18:05:24	18:05:29	18:05:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00	00:00:00	00:00:04	00:00:26
251	18:05:29	18:05:29	18:05:29	18:05:29	18:05:30	18:05:30			18:05:30	18:05:30	18:05:30	18:05:30	18:05:51	18:05:51	18:05:51	18:05:51	18:05:52	18:05:52			18:05:54	18:05:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
252	18:05:55	18:05:55	18:05:55	18:05:55	18:05:55	18:05:55			18:05:55	18:05:55	18:05:56	18:05:56	18:06:19	18:06:19	18:06:19	18:06:19	18:06:19	18:06:19			18:06:22	18:06:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
253	18:06:22	18:06:22	18:06:22	18:06:22	18:06:23	18:06:23			18:06:23	18:06:23	18:06:23	18:06:23	18:06:47	18:06:47	18:06:47	18:06:47	18:06:47	18:06:47			18:06:50	18:06:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:28
254	18:06:51	18:06:51	18:06:51	18:06:51	18:06:51	18:06:51			18:06:52	18:06:52	18:06:52	18:06:52	18:07:15	18:07:15	18:07:15	18:07:15	18:07:15	18:07:15			18:07:18	18:07:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
255	18:07:18	18:07:18	18:07:18	18:07:18	18:07:19	18:07:19			18:07:19	18:07:19	18:07:19	18:07:19	18:07:42	18:07:42	18:07:42	18:07:42	18:07:42	18:07:42			18:07:45	18:07:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
256	18:07:45	18:07:45	18:07:45	18:07:45	18:07:46	18:07:46			18:07:46	18:07:46	18:07:46	18:07:46	18:08:07	18:08:07	18:08:07	18:08:07	18:08:07	18:08:07			18:08:10	18:08:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
257	18:08:10	18:08:10	18:08:10	18:08:10	18:08:11	18:08:11			18:08:11	18:08:11	18:08:11	18:08:11	18:08:35	18:08:35	18:08:35	18:08:35	18:08:35	18:08:35			18:08:38	18:08:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:03	00:00:28
258	18:08:38	18:08:38	18:08:39	18:08:39	18:08:39	18:08:39			18:08:39	18:08:39	18:08:39	18:08:39	18:09:01	18:09:01	18:09:01	18:09:01	18:09:01	18:09:01			18:09:04	18:09:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:03	00:00:25
259	18:09:04	18:09:04	18:09:04	18:09:04	18:09:05	18:09:05			18:09:05	18:09:05	18:09:05	18:09:05	18:09:28	18:09:28	18:09:28	18:09:28	18:09:28	18:09:28			18:09:31	18:09:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
260	18:09:31	18:09:31	18:09:31	18:09:31	18:09:32	18:09:32			18:09:32	18:09:32	18:09:32	18:09:32	18:09:56	18:09:56	18:09:56	18:09:56	18:09:56	18:09:56	18:09:56	18:09:56	18:10:02	18:10:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00	00:00:00	00:00:05	00:00:30
261	18:10:02	18:10:02	18:10:02	18:10:02	18:10:02	18:10:02			18:10:03	18:10:03	18:10:03	18:10:03	18:10:25	18:10:25	18:10:25	18:10:25	18:10:25	18:10:25			18:10:28	18:10:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:03	00:00:26
262	18:10:29	18:10:29	18:10:29	18:10:29	18:10:29	18:10:29			18:10:30	18:10:30	18:10:30	18:10:30	18:10:51	18:10:51	18:10:51	18:10:51	18:10:51	18:10:51			18:10:54	18:10:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
263	18:10:54	18:10:54	18:10:54	18:10:54	18:10:55	18:10:55			18:10:55	18:10:55	18:10:55	18:10:55	18:11:16	18:11:16	18:11:16	18:11:16	18:11:16	18:11:16			18:11:19	18:11:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
264	18:11:20	18:11:20	18:11:20	18:11:20	18:11:20	18:11:20			18:11:20	18:11:20	18:11:20	18:11:20	18:11:42	18:11:42	18:11:42	18:11:42	18:11:42	18:11:42			18:11:45	18:11:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:03	00:00:25
265	18:11:45	18:11:45	18:11:45	18:11:45	18:11:46	18:11:46			18:11:46	18:11:46	18:11:46	18:11:46	18:12:07	18:12:07	18:12:07	18:12:07	18:12:07	18:12:07			18:12:10	18:12:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
266	18:12:11	18:12:11	18:12:11	18:12:11	18:12:11	18:12:11			18:12:11	18:12:11	18:12:11	18:12:11	18:12:34	18:12:34	18:12:34	18:12:34	18:12:34	18:12:34			18:12:37	18:12:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
267	18:12:38	18:12:38	18:12:38	18:12:38	18:12:38	18:12:38			18:12:38	18:12:38	18:12:38	18:12:38	18:13:00	18:13:00	18:13:00	18:13:00	18:13:00	18:13:00			18:13:03	18:13:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
268	18:13:03	18:13:03	18:13:03	18:13:03	18:13:04	18:13:04			18:13:04	18:13:04	18:13:04	18:13:04	18:13:26	18:13:26	18:13:26	18:13:26	18:13:26	18:13:26			18:13:29	18:13:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
269	18:13:29	18:13:29	18:13:29	18:13:29	18:13:30	18:13:30			18:13:30	18:13:30	18:13:30	18:13:30	18:13:52	18:13:52	18:13:52	18:13:52	18:13:52	18:13:52			18:13:55	18:13:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
270	18:13:55	18:13:55	18:13:55	18:13:55	18:13:56	18:13:56			18:13:56	18:13:56	18:13:56	18:13:56	18:14:20	18:14:20	18:14:20	18:14:20	18:14:20	18:14:20	18:14:20	18:14:20	18:14:24	18:14:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00	00:00:00	00:00:04	00:00:28
271	18:14:24	18:14:24	18:14:25	18:14:25	18:14:25	18:14:25			18:14:25	18:14:25	18:14:26	18:14:26	18:14:48	18:14:48	18:14:48	18:14:48	18:14:48	18:14:48			18:14:51	18:14:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:03	00:00:26
272	18:14:51	18:14:51	18:14:51	18:14:51	18:14:52	18:14:52			18:14:52	18:14:52	18:14:52	18:14:52	18:15:16	18:15:16	18:15:16	18:15:16	18:15:16	18:15:16			18:15:19	18:15:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
273	18:15:19	18:15:19	18:15:19	18:15:19	18:15:20	18:15:20			18:15:20	18:15:20	18:15:20	18:15:20	18:15:45	18:15:45	18:15:45	18:15:45	18:15:45	18:15:45			18:15:48	18:15:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:03	00:00:29
274	18:15:49	18:15:49	18:15:49	18:15:49	18:15:49	18:15:49			18:15:49	18:15:49	18:15:49	18:15:49	18:16:13	18:16:13	18:16:13	18:16:13	18:16:13	18:16:13			18:16:16	18:16:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
275	18:16:16	18:16:16	18:16:16	18:16:16	18:16:17	18:16:17			18:16:17	18:16:17	18:16:17	18:16:17	18:16:38	18:16:38	18:16:38	18:16:38	18:16:39	18:16:39			18:16:41	18:16:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
276	18:16:42	18:16:42	18:16:42	18:16:42	18:16:42	18:16:42			18:16:43	18:16:43	18:16:43	18:16:43	18:17:06	18:17:06	18:17:06	18:17:06	18:17:07	18:17:07			18:17:09	18:17:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
277	18:17:10	18:17:10	18:17:10	18:17:10	18:17:11	18:17:11			18:17:11	18:17:11	18:17:11	18:17:11	18:17:32	18:17:32	18:17:32	18:17:32	18:17:32	18:17:32			18:17:35	18:17:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
278	18:17:35	18:17:35	18:17:35	18:17:35	18:17:36	18:17:36			18:17:36	18:17:36	18:17:36	18:17:36	18:17:59	18:17:59	18:17:59	18:17:59	18:17:59	18:17:59			18:18:02	18:18:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
279	18:18:02	18:18:02	18:18:02	18:18:02	18:18:03	18:18:03			18:18:03	18:18:03	18:18:03	18:18:03	18:18:24	18:18:24	18:18:24	18:18:24	18:18:24	18:18:24			18:18:27	18:18:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
280	18:18:28	18:18:28	18:18:28	18:18:28	18:18:29	18:18:29			18:18:29	18:18:29	18:18:29	18:18:29	18:18:51	18:18:51	18:18:52	18:18:52	18:18:52	18:18:52	18:18:52	18:18:52	18:18:57	18:18:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00	00:00:00	00:00:04	00:00:28
281	18:18:57	18:18:57	18:18:57	18:18:57	18:18:58	18:18:58			18:18:58	18:18:58	18:18:58	18:18:58	18:19:22	18:19:22	18:19:22	18:19:22	18:19:22	18:19:22			18:19:25	18:19:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:03	00:00:27
282	18:19:25	18:19:25	18:19:25	18:19:25	18:19:26	18:19:26			18:19:26	18:19:26	18:19:26	18:19:26	18:19:49	18:19:49	18:19:49	18:19:49	18:19:49	18:19:49			18:19:52	18:19:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:03	00:00:26
283	18:19:52	18:19:52	18:19:52	18:19:52	18:19:53	18:19:53			18:19:53	18:19:53	18:19:53	18:19:53	18:20:15	18:20:15	18:20:15	18:20:15	18:20:15	18:20:15			18:20:17	18:20:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
284	18:20:18	18:20:18	18:20:18	18:20:18	18:20:18	18:20:18			18:20:18	18:20:18	18:20:19	18:20:19	18:20:39	18:20:39	18:20:39	18:20:39	18:20:39	18:20:39			18:20:42	18:20:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:03	00:00:24
285	18:20:43	18:20:43	18:20:43	18:20:43	18:20:43	18:20:43			18:20:43	18:20:43	18:20:43	18:20:43	18:21:05	18:21:05	18:21:05	18:21:05	18:21:06	18:21:06			18:21:09	18:21:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:03	00:00:26
286	18:21:09	18:21:09	18:21:09	18:21:09	18:21:10	18:21:10			18:21:10	18:21:10	18:21:10	18:21:10	18:21:30	18:21:30	18:21:30	18:21:30	18:21:31	18:21:31			18:21:33	18:21:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
287	18:21:34	18:21:34	18:21:34	18:21:34	18:21:34	18:21:34			18:21:34	18:21:34	18:21:34	18:21:34	18:21:56	18:21:56	18:21:56	18:21:56	18:21:56	18:21:56			18:21:59	18:21:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
288	18:21:59	18:21:59	18:22:00	18:22:00	18:22:00	18:22:00			18:22:00	18:22:00	18:22:00	18:22:00	18:22:21	18:22:21	18:22:21	18:22:21	18:22:21	18:22:21			18:22:24	18:22:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
289	18:22:24	18:22:24	18:22:24	18:22:24	18:22:25	18:22:25			18:22:25	18:22:25	18:22:25	18:22:25	18:22:47	18:22:47	18:22:47	18:22:47	18:22:47	18:22:47			18:22:50	18:22:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
