Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
194	14:26:23	14:26:23	14:26:23	14:26:23	14:26:23	14:26:23			14:26:23	14:26:23	14:26:24	14:26:24	14:26:44	14:26:44	14:26:44	14:26:44	14:26:44	14:26:44			14:26:47	14:26:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
195	14:26:47	14:26:47	14:26:47	14:26:47	14:26:48	14:26:48			14:26:48	14:26:48	14:26:48	14:26:48	14:27:08	14:27:08	14:27:08	14:27:08	14:27:08	14:27:08			14:27:11	14:27:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
196	14:27:11	14:27:11	14:27:11	14:27:11	14:27:12	14:27:12			14:27:12	14:27:12	14:27:12	14:27:12	14:27:33	14:27:33	14:27:33	14:27:33	14:27:33	14:27:33			14:27:36	14:27:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
197	14:27:37	14:27:37	14:27:37	14:27:37	14:27:37	14:27:37			14:27:37	14:27:37	14:27:37	14:27:37	14:27:57	14:27:57	14:27:57	14:27:57	14:27:57	14:27:57			14:28:00	14:28:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
198	14:28:00	14:28:00	14:28:00	14:28:00	14:28:01	14:28:01			14:28:01	14:28:01	14:28:01	14:28:01	14:28:22	14:28:22	14:28:22	14:28:22	14:28:22	14:28:22			14:28:25	14:28:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
199	14:28:25	14:28:25	14:28:25	14:28:25	14:28:26	14:28:26			14:28:26	14:28:26	14:28:26	14:28:26	14:28:46	14:28:46	14:28:46	14:28:46	14:28:46	14:28:46			14:28:49	14:28:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:03	00:00:24
200	14:28:50	14:28:50	14:28:50	14:28:50	14:28:50	14:28:50			14:28:50	14:28:50	14:28:50	14:28:50	14:29:10	14:29:10	14:29:10	14:29:10	14:29:10	14:29:10	14:29:10	14:29:10	14:29:15	14:29:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00	00:00:00	00:00:04	00:00:25
201	14:29:15	14:29:15	14:29:15	14:29:15	14:29:16	14:29:16			14:29:16	14:29:16	14:29:16	14:29:16	14:29:35	14:29:35	14:29:35	14:29:35	14:29:35	14:29:35			14:29:38	14:29:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
202	14:29:38	14:29:38	14:29:38	14:29:38	14:29:39	14:29:39			14:29:39	14:29:39	14:29:39	14:29:39	14:30:02	14:30:02	14:30:02	14:30:02	14:30:02	14:30:02			14:30:05	14:30:05		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
203	14:30:05	14:30:05	14:30:05	14:30:05	14:30:06	14:30:06			14:30:06	14:30:06	14:30:06	14:30:06	14:30:26	14:30:26	14:30:26	14:30:26	14:30:26	14:30:26			14:30:28	14:30:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
204	14:30:29	14:30:29	14:30:29	14:30:29	14:30:30	14:30:30			14:30:30	14:30:30	14:30:30	14:30:30	14:30:51	14:30:51	14:30:51	14:30:51	14:30:51	14:30:51			14:30:54	14:30:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
205	14:30:54	14:30:54	14:30:54	14:30:54	14:30:55	14:30:55			14:30:55	14:30:55	14:30:55	14:30:55	14:31:15	14:31:15	14:31:15	14:31:15	14:31:15	14:31:15			14:31:18	14:31:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
206	14:31:18	14:31:18	14:31:18	14:31:18	14:31:19	14:31:19			14:31:19	14:31:19	14:31:19	14:31:19	14:31:40	14:31:40	14:31:40	14:31:40	14:31:40	14:31:40			14:31:43	14:31:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
207	14:31:44	14:31:44	14:31:44	14:31:44	14:31:44	14:31:44			14:31:44	14:31:44	14:31:44	14:31:44	14:32:04	14:32:04	14:32:04	14:32:04	14:32:04	14:32:04			14:32:07	14:32:07		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
208	14:32:07	14:32:07	14:32:07	14:32:07	14:32:08	14:32:08			14:32:08	14:32:08	14:32:08	14:32:08	14:32:29	14:32:29	14:32:29	14:32:29	14:32:29	14:32:29			14:32:32	14:32:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
209	14:32:32	14:32:32	14:32:32	14:32:32	14:32:33	14:32:33			14:32:33	14:32:33	14:32:33	14:32:33	14:32:53	14:32:53	14:32:53	14:32:53	14:32:53	14:32:53			14:32:56	14:32:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
210	14:32:56	14:32:56	14:32:56	14:32:56	14:32:57	14:32:57			14:32:57	14:32:57	14:32:57	14:32:57	14:33:18	14:33:18	14:33:18	14:33:18	14:33:18	14:33:18	14:33:18	14:33:18	14:33:22	14:33:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00	00:00:00	00:00:04	00:00:26
211	14:33:22	14:33:22	14:33:22	14:33:22	14:33:23	14:33:23			14:33:23	14:33:23	14:33:23	14:33:23	14:33:42	14:33:42	14:33:42	14:33:42	14:33:42	14:33:42			14:33:45	14:33:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00		00:00:02	00:00:22
212	14:33:45	14:33:45	14:33:45	14:33:45	14:33:46	14:33:46			14:33:46	14:33:46	14:33:46	14:33:46	14:34:06	14:34:06	14:34:06	14:34:06	14:34:06	14:34:06			14:34:09	14:34:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
213	14:34:09	14:34:09	14:34:09	14:34:09	14:34:10	14:34:10			14:34:10	14:34:10	14:34:10	14:34:10	14:34:30	14:34:30	14:34:30	14:34:30	14:34:30	14:34:30			14:34:33	14:34:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
214	14:34:33	14:34:33	14:34:33	14:34:33	14:34:34	14:34:34			14:34:34	14:34:34	14:34:34	14:34:34	14:34:53	14:34:53	14:34:53	14:34:53	14:34:53	14:34:53			14:34:56	14:34:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
215	14:34:56	14:34:56	14:34:57	14:34:57	14:34:57	14:34:57			14:34:57	14:34:57	14:34:57	14:34:57	14:35:17	14:35:17	14:35:17	14:35:17	14:35:17	14:35:17			14:35:20	14:35:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
216	14:35:20	14:35:20	14:35:20	14:35:20	14:35:21	14:35:21			14:35:21	14:35:21	14:35:21	14:35:21	14:35:42	14:35:42	14:35:42	14:35:42	14:35:42	14:35:42			14:35:45	14:35:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
217	14:35:45	14:35:45	14:35:45	14:35:45	14:35:46	14:35:46			14:35:46	14:35:46	14:35:46	14:35:46	14:36:06	14:36:06	14:36:06	14:36:06	14:36:06	14:36:06			14:36:09	14:36:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
218	14:36:09	14:36:09	14:36:09	14:36:09	14:36:10	14:36:10			14:36:10	14:36:10	14:36:10	14:36:10	14:36:29	14:36:29	14:36:29	14:36:29	14:36:29	14:36:29			14:36:32	14:36:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
219	14:36:32	14:36:32	14:36:32	14:36:32	14:36:33	14:36:33			14:36:33	14:36:33	14:36:33	14:36:33	14:36:54	14:36:54	14:36:54	14:36:54	14:36:54	14:36:54			14:36:57	14:36:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
220	14:36:57	14:36:57	14:36:57	14:36:57	14:36:58	14:36:58			14:36:58	14:36:58	14:36:58	14:36:58	14:37:17	14:37:17	14:37:17	14:37:17	14:37:17	14:37:17	14:37:17	14:37:17	14:37:22	14:37:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00	00:00:00	00:00:04	00:00:25
221	14:37:22	14:37:22	14:37:22	14:37:22	14:37:23	14:37:23			14:37:23	14:37:23	14:37:23	14:37:23	14:37:44	14:37:44	14:37:44	14:37:44	14:37:44	14:37:44			14:37:47	14:37:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
222	14:37:48	14:37:48	14:37:48	14:37:48	14:37:48	14:37:48			14:37:48	14:37:48	14:37:48	14:37:48	14:38:08	14:38:08	14:38:08	14:38:08	14:38:08	14:38:08			14:38:11	14:38:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
223	14:38:11	14:38:11	14:38:11	14:38:11	14:38:12	14:38:12			14:38:12	14:38:12	14:38:12	14:38:12	14:38:33	14:38:33	14:38:33	14:38:33	14:38:33	14:38:33			14:38:36	14:38:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
224	14:38:36	14:38:36	14:38:36	14:38:36	14:38:37	14:38:37			14:38:37	14:38:37	14:38:37	14:38:37	14:38:57	14:38:57	14:38:57	14:38:57	14:38:57	14:38:57			14:39:00	14:39:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
225	14:39:00	14:39:00	14:39:00	14:39:00	14:39:01	14:39:01			14:39:01	14:39:01	14:39:01	14:39:01	14:39:22	14:39:22	14:39:22	14:39:22	14:39:22	14:39:22			14:39:25	14:39:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:03	00:00:25
226	14:39:25	14:39:25	14:39:25	14:39:25	14:39:26	14:39:26			14:39:26	14:39:26	14:39:26	14:39:26	14:39:46	14:39:46	14:39:46	14:39:46	14:39:46	14:39:46			14:39:49	14:39:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
227	14:39:49	14:39:49	14:39:49	14:39:49	14:39:50	14:39:50			14:39:50	14:39:50	14:39:50	14:39:50	14:40:12	14:40:12	14:40:12	14:40:12	14:40:12	14:40:12			14:40:14	14:40:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
228	14:40:15	14:40:15	14:40:15	14:40:15	14:40:15	14:40:15			14:40:15	14:40:15	14:40:15	14:40:15	14:40:34	14:40:34	14:40:34	14:40:34	14:40:34	14:40:34			14:40:37	14:40:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00		00:00:02	00:00:22
229	14:40:37	14:40:37	14:40:38	14:40:38	14:40:38	14:40:38			14:40:38	14:40:38	14:40:38	14:40:38	14:40:59	14:40:59	14:40:59	14:40:59	14:40:59	14:40:59			14:41:02	14:41:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
230	14:41:02	14:41:02	14:41:02	14:41:02	14:41:03	14:41:03			14:41:03	14:41:03	14:41:03	14:41:03	14:41:23	14:41:23	14:41:24	14:41:24	14:41:24	14:41:24	14:41:24	14:41:24	14:41:28	14:41:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00	00:00:00	00:00:04	00:00:25
231	14:41:28	14:41:28	14:41:28	14:41:28	14:41:29	14:41:29			14:41:29	14:41:29	14:41:29	14:41:29	14:41:50	14:41:50	14:41:50	14:41:50	14:41:50	14:41:50			14:41:53	14:41:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
232	14:41:53	14:41:53	14:41:53	14:41:53	14:41:54	14:41:54			14:41:54	14:41:54	14:41:54	14:41:54	14:42:14	14:42:14	14:42:14	14:42:14	14:42:14	14:42:14			14:42:17	14:42:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
233	14:42:17	14:42:17	14:42:17	14:42:17	14:42:18	14:42:18			14:42:18	14:42:18	14:42:18	14:42:18	14:42:39	14:42:39	14:42:40	14:42:40	14:42:40	14:42:40			14:42:42	14:42:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
234	14:42:43	14:42:43	14:42:43	14:42:43	14:42:43	14:42:43			14:42:43	14:42:43	14:42:43	14:42:43	14:43:04	14:43:04	14:43:04	14:43:04	14:43:04	14:43:04			14:43:06	14:43:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
235	14:43:07	14:43:07	14:43:07	14:43:07	14:43:08	14:43:08			14:43:08	14:43:08	14:43:08	14:43:08	14:43:27	14:43:27	14:43:27	14:43:27	14:43:27	14:43:27			14:43:30	14:43:30		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
236	14:43:30	14:43:30	14:43:30	14:43:30	14:43:30	14:43:30			14:43:31	14:43:31	14:43:31	14:43:31	14:43:51	14:43:51	14:43:51	14:43:51	14:43:51	14:43:51			14:43:54	14:43:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
237	14:43:54	14:43:54	14:43:54	14:43:54	14:43:55	14:43:55			14:43:55	14:43:55	14:43:55	14:43:55	14:44:15	14:44:15	14:44:15	14:44:15	14:44:15	14:44:15			14:44:17	14:44:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
238	14:44:18	14:44:18	14:44:18	14:44:18	14:44:18	14:44:18			14:44:18	14:44:18	14:44:18	14:44:18	14:44:38	14:44:38	14:44:38	14:44:38	14:44:39	14:44:39			14:44:41	14:44:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
239	14:44:42	14:44:42	14:44:42	14:44:42	14:44:42	14:44:42			14:44:42	14:44:42	14:44:42	14:44:42	14:45:02	14:45:02	14:45:02	14:45:02	14:45:02	14:45:02			14:45:05	14:45:05		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
240	14:45:05	14:45:05	14:45:05	14:45:05	14:45:06	14:45:06			14:45:06	14:45:06	14:45:06	14:45:06	14:45:27	14:45:27	14:45:27	14:45:27	14:45:27	14:45:27	14:45:27	14:45:27	14:45:32	14:45:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00	00:00:00	00:00:04	00:00:26
241	14:45:32	14:45:32	14:45:32	14:45:32	14:45:33	14:45:33			14:45:33	14:45:33	14:45:33	14:45:33	14:45:52	14:45:52	14:45:52	14:45:52	14:45:52	14:45:52			14:45:55	14:45:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
242	14:45:55	14:45:55	14:45:55	14:45:55	14:45:56	14:45:56			14:45:56	14:45:56	14:45:56	14:45:56	14:46:16	14:46:16	14:46:16	14:46:16	14:46:16	14:46:16			14:46:19	14:46:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
243	14:46:19	14:46:19	14:46:20	14:46:20	14:46:20	14:46:20			14:46:20	14:46:20	14:46:20	14:46:20	14:46:39	14:46:39	14:46:40	14:46:40	14:46:40	14:46:40			14:46:42	14:46:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
244	14:46:43	14:46:43	14:46:43	14:46:43	14:46:43	14:46:43			14:46:44	14:46:44	14:46:44	14:46:44	14:47:03	14:47:03	14:47:03	14:47:03	14:47:03	14:47:03			14:47:06	14:47:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
245	14:47:06	14:47:06	14:47:06	14:47:06	14:47:07	14:47:07			14:47:07	14:47:07	14:47:07	14:47:07	14:47:31	14:47:31	14:47:31	14:47:31	14:47:31	14:47:31			14:47:34	14:47:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
246	14:47:34	14:47:34	14:47:34	14:47:34	14:47:35	14:47:35			14:47:35	14:47:35	14:47:35	14:47:35	14:47:56	14:47:56	14:47:56	14:47:56	14:47:56	14:47:56			14:47:59	14:47:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
247	14:47:59	14:47:59	14:47:59	14:47:59	14:48:00	14:48:00			14:48:00	14:48:00	14:48:00	14:48:00	14:48:19	14:48:19	14:48:19	14:48:19	14:48:19	14:48:19			14:48:22	14:48:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00		00:00:02	00:00:22
248	14:48:22	14:48:22	14:48:22	14:48:22	14:48:23	14:48:23			14:48:23	14:48:23	14:48:23	14:48:23	14:48:46	14:48:46	14:48:46	14:48:46	14:48:46	14:48:46			14:48:49	14:48:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
249	14:48:49	14:48:49	14:48:49	14:48:49	14:48:50	14:48:50			14:48:50	14:48:50	14:48:50	14:48:50	14:49:09	14:49:09	14:49:09	14:49:09	14:49:09	14:49:09			14:49:12	14:49:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
250	14:49:12	14:49:12	14:49:12	14:49:12	14:49:13	14:49:13			14:49:13	14:49:13	14:49:13	14:49:13	14:49:34	14:49:34	14:49:34	14:49:34	14:49:34	14:49:34	14:49:34	14:49:34	14:49:39	14:49:39		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00	00:00:00	00:00:04	00:00:26
251	14:49:39	14:49:39	14:49:39	14:49:39	14:49:40	14:49:40			14:49:40	14:49:40	14:49:40	14:49:40	14:50:00	14:50:00	14:50:00	14:50:00	14:50:00	14:50:00			14:50:02	14:50:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
252	14:50:03	14:50:03	14:50:03	14:50:03	14:50:04	14:50:04			14:50:04	14:50:04	14:50:04	14:50:04	14:50:25	14:50:25	14:50:25	14:50:25	14:50:25	14:50:25			14:50:28	14:50:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
253	14:50:28	14:50:28	14:50:28	14:50:28	14:50:29	14:50:29			14:50:29	14:50:29	14:50:29	14:50:29	14:50:49	14:50:49	14:50:49	14:50:49	14:50:49	14:50:49			14:50:52	14:50:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
254	14:50:53	14:50:53	14:50:53	14:50:53	14:50:53	14:50:53			14:50:53	14:50:53	14:50:53	14:50:53	14:51:15	14:51:15	14:51:15	14:51:15	14:51:15	14:51:15			14:51:17	14:51:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
255	14:51:18	14:51:18	14:51:18	14:51:18	14:51:19	14:51:19			14:51:19	14:51:19	14:51:19	14:51:19	14:51:38	14:51:38	14:51:38	14:51:38	14:51:38	14:51:38			14:51:41	14:51:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
256	14:51:41	14:51:41	14:51:41	14:51:41	14:51:42	14:51:42			14:51:42	14:51:42	14:51:42	14:51:42	14:52:02	14:52:02	14:52:02	14:52:02	14:52:02	14:52:02			14:52:05	14:52:05		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
257	14:52:05	14:52:05	14:52:06	14:52:06	14:52:06	14:52:06			14:52:06	14:52:06	14:52:06	14:52:06	14:52:26	14:52:26	14:52:26	14:52:26	14:52:26	14:52:26			14:52:29	14:52:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:03	00:00:23
258	14:52:29	14:52:29	14:52:30	14:52:30	14:52:30	14:52:30			14:52:30	14:52:30	14:52:30	14:52:30	14:52:51	14:52:51	14:52:51	14:52:51	14:52:51	14:52:51			14:52:54	14:52:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:03	00:00:24
259	14:52:55	14:52:55	14:52:55	14:52:55	14:52:55	14:52:55			14:52:55	14:52:55	14:52:55	14:52:55	14:53:15	14:53:15	14:53:15	14:53:15	14:53:15	14:53:15			14:53:18	14:53:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
260	14:53:18	14:53:18	14:53:18	14:53:18	14:53:19	14:53:19			14:53:19	14:53:19	14:53:19	14:53:19	14:53:39	14:53:39	14:53:39	14:53:39	14:53:39	14:53:39	14:53:39	14:53:39	14:53:44	14:53:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00	00:00:00	00:00:04	00:00:26
261	14:53:45	14:53:45	14:53:45	14:53:45	14:53:45	14:53:45			14:53:45	14:53:45	14:53:45	14:53:45	14:54:05	14:54:05	14:54:05	14:54:05	14:54:06	14:54:06			14:54:09	14:54:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:03	00:00:23
262	14:54:09	14:54:09	14:54:09	14:54:09	14:54:10	14:54:10			14:54:10	14:54:10	14:54:10	14:54:10	14:54:29	14:54:29	14:54:30	14:54:30	14:54:30	14:54:30			14:54:32	14:54:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
263	14:54:33	14:54:33	14:54:33	14:54:33	14:54:33	14:54:33			14:54:33	14:54:33	14:54:33	14:54:33	14:54:53	14:54:53	14:54:53	14:54:53	14:54:53	14:54:53			14:54:56	14:54:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
264	14:54:56	14:54:56	14:54:56	14:54:56	14:54:57	14:54:57			14:54:57	14:54:57	14:54:57	14:54:57	14:55:17	14:55:17	14:55:17	14:55:17	14:55:17	14:55:17			14:55:20	14:55:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
265	14:55:20	14:55:20	14:55:20	14:55:20	14:55:21	14:55:21			14:55:21	14:55:21	14:55:21	14:55:21	14:55:40	14:55:40	14:55:40	14:55:40	14:55:40	14:55:40			14:55:43	14:55:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
266	14:55:43	14:55:43	14:55:43	14:55:43	14:55:44	14:55:44			14:55:44	14:55:44	14:55:44	14:55:44	14:56:04	14:56:04	14:56:04	14:56:04	14:56:04	14:56:04			14:56:07	14:56:07		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
267	14:56:07	14:56:07	14:56:07	14:56:07	14:56:08	14:56:08			14:56:08	14:56:08	14:56:08	14:56:08	14:56:27	14:56:27	14:56:27	14:56:27	14:56:27	14:56:27			14:56:30	14:56:30		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
268	14:56:31	14:56:31	14:56:31	14:56:31	14:56:31	14:56:31			14:56:31	14:56:31	14:56:31	14:56:31	14:56:53	14:56:53	14:56:53	14:56:53	14:56:53	14:56:53			14:56:56	14:56:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
269	14:56:56	14:56:56	14:56:56	14:56:56	14:56:57	14:56:57			14:56:57	14:56:57	14:56:57	14:56:57	14:57:16	14:57:16	14:57:16	14:57:16	14:57:16	14:57:16			14:57:19	14:57:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
270	14:57:20	14:57:20	14:57:20	14:57:20	14:57:20	14:57:20			14:57:20	14:57:20	14:57:20	14:57:20	14:57:42	14:57:42	14:57:42	14:57:42	14:57:42	14:57:42	14:57:42	14:57:42	14:57:46	14:57:46		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00	00:00:00	00:00:04	00:00:26
271	14:57:46	14:57:46	14:57:46	14:57:46	14:57:47	14:57:47			14:57:47	14:57:47	14:57:47	14:57:47	14:58:07	14:58:07	14:58:07	14:58:07	14:58:07	14:58:07			14:58:09	14:58:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
272	14:58:10	14:58:10	14:58:10	14:58:10	14:58:11	14:58:11			14:58:11	14:58:11	14:58:11	14:58:11	14:58:32	14:58:32	14:58:32	14:58:32	14:58:32	14:58:32			14:58:35	14:58:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
273	14:58:35	14:58:35	14:58:35	14:58:35	14:58:36	14:58:36			14:58:36	14:58:36	14:58:36	14:58:36	14:58:56	14:58:56	14:58:56	14:58:56	14:58:56	14:58:56			14:58:59	14:58:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
274	14:58:59	14:58:59	14:58:59	14:58:59	14:59:00	14:59:00			14:59:00	14:59:00	14:59:00	14:59:00	14:59:21	14:59:21	14:59:21	14:59:21	14:59:21	14:59:21			14:59:24	14:59:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
275	14:59:24	14:59:24	14:59:24	14:59:24	14:59:25	14:59:25			14:59:25	14:59:25	14:59:25	14:59:25	14:59:45	14:59:45	14:59:45	14:59:45	14:59:45	14:59:45			14:59:48	14:59:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
