Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
228	00:42:59	00:42:59	00:42:59	00:42:59	00:43:00	00:43:00			00:43:00	00:43:00	00:43:00	00:43:00	00:43:24	00:43:24	00:43:24	00:43:24	00:43:24	00:43:24			00:43:26	00:43:26		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
229	00:43:27	00:43:27	00:43:27	00:43:27	00:43:28	00:43:28			00:43:28	00:43:28	00:43:28	00:43:28	00:43:54	00:43:54	00:43:54	00:43:54	00:43:54	00:43:54			00:43:57	00:43:57		00:00:00	00:00:01		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:29
230	00:43:57	00:43:57	00:43:57	00:43:57	00:43:58	00:43:58			00:43:58	00:43:58	00:43:58	00:43:58	00:44:21	00:44:21	00:44:21	00:44:21	00:44:21	00:44:21	00:44:21	00:44:21	00:44:25	00:44:25		00:00:00	00:00:01		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00	00:00:00	00:00:04	00:00:28
231	00:44:25	00:44:25	00:44:25	00:44:25	00:44:26	00:44:26			00:44:26	00:44:26	00:44:26	00:44:26	00:44:51	00:44:51	00:44:51	00:44:51	00:44:51	00:44:51			00:44:54	00:44:54		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:28
232	00:44:54	00:44:54	00:44:54	00:44:54	00:44:55	00:44:55			00:44:55	00:44:55	00:44:55	00:44:55	00:45:19	00:45:19	00:45:19	00:45:19	00:45:19	00:45:19			00:45:22	00:45:22		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
233	00:45:22	00:45:22	00:45:22	00:45:22	00:45:23	00:45:23			00:45:23	00:45:23	00:45:23	00:45:23	00:45:48	00:45:48	00:45:49	00:45:49	00:45:49	00:45:49			00:45:51	00:45:51		00:00:00	00:00:01		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:29
234	00:45:51	00:45:51	00:45:52	00:45:52	00:45:53	00:45:53			00:45:53	00:45:53	00:45:53	00:45:53	00:46:18	00:46:18	00:46:18	00:46:18	00:46:18	00:46:18			00:46:21	00:46:21		00:00:00	00:00:01		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:29
235	00:46:21	00:46:21	00:46:21	00:46:21	00:46:22	00:46:22			00:46:22	00:46:22	00:46:22	00:46:22	00:46:48	00:46:48	00:46:48	00:46:48	00:46:48	00:46:48			00:46:51	00:46:51		00:00:00	00:00:01		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:29
236	00:46:51	00:46:51	00:46:51	00:46:51	00:46:52	00:46:52			00:46:52	00:46:52	00:46:52	00:46:52	00:47:17	00:47:17	00:47:17	00:47:17	00:47:17	00:47:17			00:47:20	00:47:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:28
237	00:47:20	00:47:20	00:47:20	00:47:20	00:47:21	00:47:21			00:47:21	00:47:21	00:47:21	00:47:21	00:47:47	00:47:47	00:47:47	00:47:47	00:47:47	00:47:47			00:47:49	00:47:49		00:00:00	00:00:01		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:29
238	00:47:50	00:47:50	00:47:50	00:47:50	00:47:51	00:47:51			00:47:51	00:47:51	00:47:51	00:47:51	00:48:14	00:48:14	00:48:14	00:48:14	00:48:14	00:48:14			00:48:17	00:48:17		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
239	00:48:17	00:48:17	00:48:17	00:48:17	00:48:18	00:48:18			00:48:18	00:48:18	00:48:18	00:48:18	00:48:42	00:48:42	00:48:42	00:48:42	00:48:42	00:48:42			00:48:45	00:48:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
240	00:48:45	00:48:45	00:48:45	00:48:45	00:48:46	00:48:46			00:48:46	00:48:46	00:48:46	00:48:46	00:49:10	00:49:10	00:49:10	00:49:10	00:49:10	00:49:10	00:49:10	00:49:10	00:49:15	00:49:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00	00:00:00	00:00:04	00:00:30
241	00:49:16	00:49:16	00:49:16	00:49:16	00:49:17	00:49:17			00:49:17	00:49:17	00:49:17	00:49:17	00:49:41	00:49:41	00:49:41	00:49:41	00:49:41	00:49:41			00:49:44	00:49:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:28
242	00:49:44	00:49:44	00:49:44	00:49:44	00:49:45	00:49:45			00:49:45	00:49:45	00:49:45	00:49:45	00:50:08	00:50:08	00:50:09	00:50:09	00:50:09	00:50:09			00:50:11	00:50:11		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
243	00:50:12	00:50:12	00:50:12	00:50:12	00:50:13	00:50:13			00:50:13	00:50:13	00:50:13	00:50:13	00:50:35	00:50:35	00:50:35	00:50:35	00:50:35	00:50:35			00:50:38	00:50:38		00:00:00	00:00:01		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:03	00:00:26
244	00:50:38	00:50:38	00:50:38	00:50:38	00:50:39	00:50:39			00:50:39	00:50:39	00:50:39	00:50:39	00:51:03	00:51:03	00:51:04	00:51:04	00:51:04	00:51:04			00:51:06	00:51:06		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:28
245	00:51:07	00:51:07	00:51:07	00:51:07	00:51:08	00:51:08			00:51:08	00:51:08	00:51:08	00:51:08	00:51:31	00:51:31	00:51:31	00:51:31	00:51:31	00:51:31			00:51:34	00:51:34		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
246	00:51:34	00:51:34	00:51:34	00:51:34	00:51:35	00:51:35			00:51:35	00:51:35	00:51:35	00:51:35	00:52:00	00:52:00	00:52:00	00:52:00	00:52:00	00:52:00			00:52:03	00:52:03		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:28
247	00:52:03	00:52:03	00:52:03	00:52:03	00:52:04	00:52:04			00:52:04	00:52:04	00:52:04	00:52:04	00:52:28	00:52:28	00:52:28	00:52:28	00:52:28	00:52:28			00:52:31	00:52:31		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:28
248	00:52:31	00:52:31	00:52:31	00:52:31	00:52:32	00:52:32			00:52:32	00:52:32	00:52:32	00:52:32	00:52:59	00:52:59	00:52:59	00:52:59	00:52:59	00:52:59			00:53:02	00:53:02		00:00:00	00:00:01		00:00:00	00:00:00	00:00:26	00:00:00	00:00:00		00:00:02	00:00:30
249	00:53:02	00:53:02	00:53:02	00:53:02	00:53:03	00:53:03			00:53:03	00:53:03	00:53:03	00:53:03	00:53:27	00:53:27	00:53:27	00:53:27	00:53:27	00:53:27			00:53:30	00:53:30		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:28
250	00:53:30	00:53:30	00:53:30	00:53:30	00:53:32	00:53:32			00:53:32	00:53:32	00:53:32	00:53:32	00:53:57	00:53:57	00:53:57	00:53:57	00:53:57	00:53:57	00:53:57	00:53:57	00:54:01	00:54:01		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00	00:00:00	00:00:04	00:00:30
251	00:54:01	00:54:01	00:54:01	00:54:01	00:54:02	00:54:02			00:54:02	00:54:02	00:54:03	00:54:03	00:54:26	00:54:26	00:54:26	00:54:26	00:54:26	00:54:26			00:54:28	00:54:28		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
252	00:54:28	00:54:28	00:54:29	00:54:29	00:54:30	00:54:30			00:54:30	00:54:30	00:54:30	00:54:30	00:54:56	00:54:56	00:54:56	00:54:56	00:54:56	00:54:56			00:54:59	00:54:59		00:00:00	00:00:01		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:30
253	00:54:59	00:54:59	00:54:59	00:54:59	00:55:00	00:55:00			00:55:00	00:55:00	00:55:00	00:55:00	00:55:24	00:55:24	00:55:24	00:55:24	00:55:24	00:55:24			00:55:27	00:55:27		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
254	00:55:27	00:55:27	00:55:27	00:55:27	00:55:29	00:55:29			00:55:29	00:55:29	00:55:29	00:55:29	00:55:54	00:55:54	00:55:54	00:55:54	00:55:54	00:55:54			00:55:57	00:55:57		00:00:00	00:00:01		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:29
255	00:55:57	00:55:57	00:55:57	00:55:57	00:55:58	00:55:58			00:55:58	00:55:58	00:55:58	00:55:58	00:56:22	00:56:22	00:56:22	00:56:22	00:56:22	00:56:22			00:56:25	00:56:25		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:28
256	00:56:25	00:56:25	00:56:25	00:56:25	00:56:27	00:56:27			00:56:27	00:56:27	00:56:27	00:56:27	00:56:51	00:56:51	00:56:52	00:56:52	00:56:52	00:56:52			00:56:54	00:56:54		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:29
257	00:56:55	00:56:55	00:56:55	00:56:55	00:56:56	00:56:56			00:56:56	00:56:56	00:56:56	00:56:56	00:57:19	00:57:19	00:57:19	00:57:19	00:57:19	00:57:19			00:57:22	00:57:22		00:00:00	00:00:01		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
258	00:57:22	00:57:22	00:57:22	00:57:22	00:57:23	00:57:23			00:57:23	00:57:23	00:57:23	00:57:23	00:57:46	00:57:46	00:57:46	00:57:46	00:57:46	00:57:46			00:57:49	00:57:49		00:00:00	00:00:01		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
259	00:57:49	00:57:49	00:57:49	00:57:49	00:57:50	00:57:50			00:57:50	00:57:50	00:57:50	00:57:50	00:58:13	00:58:13	00:58:14	00:58:14	00:58:14	00:58:14			00:58:16	00:58:16		00:00:00	00:00:01		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:27
260	00:58:17	00:58:17	00:58:17	00:58:17	00:58:18	00:58:18			00:58:18	00:58:18	00:58:18	00:58:18	00:58:41	00:58:41	00:58:41	00:58:41	00:58:41	00:58:41	00:58:41	00:58:41	00:58:46	00:58:46		00:00:00	00:00:01		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00	00:00:00	00:00:04	00:00:29
261	00:58:46	00:58:46	00:58:46	00:58:46	00:58:48	00:58:48			00:58:48	00:58:48	00:58:48	00:58:48	00:59:13	00:59:13	00:59:13	00:59:13	00:59:13	00:59:13			00:59:15	00:59:15		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:29
262	00:59:16	00:59:16	00:59:16	00:59:16	00:59:17	00:59:17			00:59:17	00:59:17	00:59:17	00:59:17	00:59:39	00:59:39	00:59:39	00:59:39	00:59:39	00:59:39			00:59:42	00:59:42		00:00:00	00:00:01		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
263	00:59:43	00:59:43	00:59:43	00:59:43	00:59:44	00:59:44			00:59:44	00:59:44	00:59:44	00:59:44	01:00:09	01:00:09	01:00:09	01:00:09	01:00:09	01:00:09			01:00:12	01:00:12		00:00:00	00:00:01		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:29
264	01:00:12	01:00:12	01:00:12	01:00:12	01:00:14	01:00:14			01:00:14	01:00:14	01:00:14	01:00:14	01:00:38	01:00:38	01:00:38	01:00:38	01:00:38	01:00:38			01:00:40	01:00:40		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:28
265	01:00:41	01:00:41	01:00:41	01:00:41	01:00:42	01:00:42			01:00:42	01:00:42	01:00:42	01:00:42	01:01:08	01:01:08	01:01:08	01:01:08	01:01:08	01:01:08			01:01:11	01:01:11		00:00:00	00:00:01		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:29
266	01:01:11	01:01:11	01:01:11	01:01:11	01:01:12	01:01:12			01:01:12	01:01:12	01:01:12	01:01:12	01:01:36	01:01:36	01:01:36	01:01:36	01:01:36	01:01:36			01:01:39	01:01:39		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:28
267	01:01:39	01:01:39	01:01:39	01:01:39	01:01:40	01:01:40			01:01:41	01:01:41	01:01:41	01:01:41	01:02:04	01:02:04	01:02:04	01:02:04	01:02:04	01:02:04			01:02:07	01:02:07		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
268	01:02:07	01:02:07	01:02:07	01:02:07	01:02:08	01:02:08			01:02:08	01:02:08	01:02:08	01:02:08	01:02:32	01:02:32	01:02:32	01:02:32	01:02:32	01:02:32			01:02:35	01:02:35		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:28
269	01:02:36	01:02:36	01:02:36	01:02:36	01:02:37	01:02:37			01:02:37	01:02:37	01:02:37	01:02:37	01:03:00	01:03:00	01:03:00	01:03:00	01:03:01	01:03:01			01:03:03	01:03:03		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
270	01:03:03	01:03:03	01:03:04	01:03:04	01:03:05	01:03:05			01:03:05	01:03:05	01:03:05	01:03:05	01:03:28	01:03:28	01:03:28	01:03:28	01:03:29	01:03:29	01:03:29	01:03:29	01:03:33	01:03:33		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00	00:00:00	00:00:04	00:00:29
271	01:03:33	01:03:33	01:03:33	01:03:33	01:03:34	01:03:34			01:03:34	01:03:34	01:03:35	01:03:35	01:03:57	01:03:57	01:03:57	01:03:57	01:03:57	01:03:57			01:04:00	01:04:00		00:00:00	00:00:01		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:27
272	01:04:00	01:04:00	01:04:01	01:04:01	01:04:02	01:04:02			01:04:02	01:04:02	01:04:02	01:04:02	01:04:27	01:04:27	01:04:27	01:04:27	01:04:27	01:04:27			01:04:30	01:04:30		00:00:00	00:00:01		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:29
273	01:04:31	01:04:31	01:04:31	01:04:31	01:04:32	01:04:32			01:04:32	01:04:32	01:04:32	01:04:32	01:04:55	01:04:55	01:04:55	01:04:55	01:04:55	01:04:55			01:04:58	01:04:58		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
274	01:04:58	01:04:58	01:04:58	01:04:58	01:05:00	01:05:00			01:05:00	01:05:00	01:05:00	01:05:00	01:05:23	01:05:23	01:05:23	01:05:23	01:05:23	01:05:23			01:05:26	01:05:26		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
275	01:05:26	01:05:26	01:05:26	01:05:26	01:05:28	01:05:28			01:05:28	01:05:28	01:05:28	01:05:28	01:05:51	01:05:51	01:05:51	01:05:51	01:05:51	01:05:51			01:05:53	01:05:53		00:00:00	00:00:01		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
276	01:05:54	01:05:54	01:05:54	01:05:54	01:05:55	01:05:55			01:05:55	01:05:55	01:05:55	01:05:55	01:06:18	01:06:18	01:06:18	01:06:18	01:06:18	01:06:18			01:06:21	01:06:21		00:00:00	00:00:01		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:27
277	01:06:21	01:06:21	01:06:21	01:06:21	01:06:22	01:06:22			01:06:22	01:06:22	01:06:23	01:06:23	01:06:47	01:06:47	01:06:47	01:06:47	01:06:47	01:06:47			01:06:50	01:06:50		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:28
278	01:06:50	01:06:50	01:06:50	01:06:50	01:06:51	01:06:51			01:06:51	01:06:51	01:06:51	01:06:51	01:07:16	01:07:16	01:07:16	01:07:16	01:07:16	01:07:16			01:07:19	01:07:19		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:28
279	01:07:19	01:07:19	01:07:19	01:07:19	01:07:21	01:07:21			01:07:21	01:07:21	01:07:21	01:07:21	01:07:45	01:07:45	01:07:45	01:07:45	01:07:46	01:07:46			01:07:48	01:07:48		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:29
280	01:07:49	01:07:49	01:07:49	01:07:49	01:07:50	01:07:50			01:07:50	01:07:50	01:07:50	01:07:50	01:08:15	01:08:15	01:08:15	01:08:15	01:08:15	01:08:15	01:08:15	01:08:15	01:08:20	01:08:20		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00	00:00:00	00:00:04	00:00:31
281	01:08:20	01:08:20	01:08:20	01:08:20	01:08:22	01:08:22			01:08:22	01:08:22	01:08:22	01:08:22	01:08:47	01:08:47	01:08:47	01:08:47	01:08:47	01:08:47			01:08:50	01:08:50		00:00:00	00:00:01		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:29
282	01:08:50	01:08:50	01:08:50	01:08:50	01:08:51	01:08:51			01:08:51	01:08:51	01:08:51	01:08:51	01:09:17	01:09:17	01:09:17	01:09:17	01:09:17	01:09:17			01:09:20	01:09:20		00:00:00	00:00:01		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:30
283	01:09:20	01:09:20	01:09:20	01:09:20	01:09:22	01:09:22			01:09:22	01:09:22	01:09:22	01:09:22	01:09:46	01:09:46	01:09:46	01:09:46	01:09:46	01:09:46			01:09:49	01:09:49		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:29
284	01:09:50	01:09:50	01:09:50	01:09:50	01:09:51	01:09:51			01:09:51	01:09:51	01:09:51	01:09:51	01:10:14	01:10:14	01:10:14	01:10:14	01:10:14	01:10:14			01:10:17	01:10:17		00:00:00	00:00:01		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:27
285	01:10:17	01:10:17	01:10:17	01:10:17	01:10:19	01:10:19			01:10:19	01:10:19	01:10:19	01:10:19	01:10:42	01:10:42	01:10:42	01:10:42	01:10:42	01:10:42			01:10:44	01:10:44		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
286	01:10:45	01:10:45	01:10:45	01:10:45	01:10:46	01:10:46			01:10:46	01:10:46	01:10:46	01:10:46	01:11:10	01:11:10	01:11:10	01:11:10	01:11:10	01:11:10			01:11:13	01:11:13		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:28
287	01:11:13	01:11:13	01:11:13	01:11:13	01:11:15	01:11:15			01:11:15	01:11:15	01:11:15	01:11:15	01:11:39	01:11:39	01:11:39	01:11:39	01:11:39	01:11:39			01:11:42	01:11:42		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:28
288	01:11:43	01:11:43	01:11:43	01:11:43	01:11:44	01:11:44			01:11:44	01:11:44	01:11:44	01:11:44	01:12:07	01:12:07	01:12:07	01:12:07	01:12:07	01:12:07			01:12:10	01:12:10		00:00:00	00:00:01		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:27
289	01:12:10	01:12:10	01:12:10	01:12:10	01:12:11	01:12:11			01:12:11	01:12:11	01:12:11	01:12:11	01:12:35	01:12:35	01:12:36	01:12:36	01:12:36	01:12:36			01:12:38	01:12:38		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:28
290	01:12:39	01:12:39	01:12:39	01:12:39	01:12:40	01:12:40			01:12:40	01:12:40	01:12:40	01:12:40	01:13:05	01:13:05	01:13:05	01:13:05	01:13:05	01:13:05	01:13:05	01:13:05	01:13:09	01:13:09		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00	00:00:00	00:00:04	00:00:30
291	01:13:09	01:13:09	01:13:10	01:13:10	01:13:11	01:13:11			01:13:11	01:13:11	01:13:11	01:13:11	01:13:35	01:13:35	01:13:35	01:13:35	01:13:35	01:13:35			01:13:38	01:13:38		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:28
292	01:13:38	01:13:38	01:13:39	01:13:39	01:13:40	01:13:40			01:13:40	01:13:40	01:13:40	01:13:40	01:14:05	01:14:05	01:14:05	01:14:05	01:14:05	01:14:05			01:14:07	01:14:07		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:29
293	01:14:08	01:14:08	01:14:08	01:14:08	01:14:09	01:14:09			01:14:10	01:14:10	01:14:10	01:14:10	01:14:34	01:14:34	01:14:34	01:14:34	01:14:34	01:14:34			01:14:37	01:14:37		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:29
294	01:14:37	01:14:37	01:14:37	01:14:37	01:14:39	01:14:39			01:14:39	01:14:39	01:14:39	01:14:39	01:15:02	01:15:02	01:15:02	01:15:02	01:15:02	01:15:02			01:15:05	01:15:05		00:00:00	00:00:01		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:27
295	01:15:05	01:15:05	01:15:05	01:15:05	01:15:07	01:15:07			01:15:07	01:15:07	01:15:07	01:15:07	01:15:38	01:15:38	01:15:38	01:15:38	01:15:38	01:15:38			01:15:41	01:15:41		00:00:00	00:00:01		00:00:00	00:00:00	00:00:30	00:00:00	00:00:00		00:00:02	00:00:35
296	01:15:41	01:15:41	01:15:41	01:15:41	01:15:43	01:15:43			01:15:43	01:15:43	01:15:43	01:15:43	01:16:17	01:16:17	01:16:17	01:16:17	01:16:17	01:16:17			01:16:20	01:16:20		00:00:00	00:00:01		00:00:00	00:00:00	00:00:33	00:00:00	00:00:00		00:00:03	00:00:38
297	01:16:20	01:16:20	01:16:20	01:16:20	01:16:22	01:16:22			01:16:22	01:16:22	01:16:22	01:16:22	01:16:59	01:16:59	01:16:59	01:16:59	01:16:59	01:16:59			01:17:03	01:17:03		00:00:00	00:00:01		00:00:00	00:00:00	00:00:36	00:00:00	00:00:00		00:00:03	00:00:42
298	01:17:03	01:17:03	01:17:03	01:17:03	01:17:05	01:17:05			01:17:05	01:17:05	01:17:05	01:17:05	01:17:37	01:17:37	01:17:37	01:17:37	01:17:37	01:17:37			01:17:40	01:17:40		00:00:00	00:00:01		00:00:00	00:00:00	00:00:32	00:00:00	00:00:00		00:00:02	00:00:36
299	01:17:40	01:17:40	01:17:40	01:17:40	01:17:42	01:17:42			01:17:42	01:17:42	01:17:42	01:17:42	01:18:05	01:18:05	01:18:05	01:18:05	01:18:05	01:18:05			01:18:08	01:18:08		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:03	00:00:28
300	01:18:09	01:18:09	01:18:09	01:18:09	01:18:10	01:18:10			01:18:10	01:18:10	01:18:11	01:18:11	01:18:36	01:18:36	01:18:36	01:18:36	01:18:36	01:18:36	01:18:36	01:18:36	01:18:41	01:18:41		00:00:00	00:00:01		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00	00:00:00	00:00:04	00:00:31
301	01:18:41	01:18:41	01:18:41	01:18:41	01:18:42	01:18:42			01:18:42	01:18:42	01:18:42	01:18:42	01:19:05	01:19:05	01:19:06	01:19:06	01:19:06	01:19:06			01:19:08	01:19:08		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
302	01:19:09	01:19:09	01:19:09	01:19:09	01:19:10	01:19:10			01:19:10	01:19:10	01:19:10	01:19:10	01:19:36	01:19:36	01:19:36	01:19:36	01:19:36	01:19:36			01:19:39	01:19:39		00:00:00	00:00:01		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:29
303	01:19:39	01:19:39	01:19:39	01:19:39	01:19:40	01:19:40			01:19:40	01:19:40	01:19:40	01:19:40	01:20:03	01:20:03	01:20:03	01:20:03	01:20:03	01:20:03			01:20:05	01:20:05		00:00:00	00:00:01		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
304	01:20:06	01:20:06	01:20:06	01:20:06	01:20:07	01:20:07			01:20:07	01:20:07	01:20:07	01:20:07	01:20:33	01:20:33	01:20:33	01:20:33	01:20:33	01:20:33			01:20:36	01:20:36		00:00:00	00:00:01		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:30
305	01:20:36	01:20:36	01:20:36	01:20:36	01:20:37	01:20:37			01:20:37	01:20:37	01:20:37	01:20:37	01:21:01	01:21:01	01:21:01	01:21:01	01:21:01	01:21:01			01:21:04	01:21:04		00:00:00	00:00:01		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
306	01:21:04	01:21:04	01:21:04	01:21:04	01:21:06	01:21:06			01:21:06	01:21:06	01:21:06	01:21:06	01:21:30	01:21:30	01:21:31	01:21:31	01:21:31	01:21:31			01:21:33	01:21:33		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:28
307	01:21:33	01:21:33	01:21:34	01:21:34	01:21:35	01:21:35			01:21:35	01:21:35	01:21:35	01:21:35	01:21:59	01:21:59	01:21:59	01:21:59	01:21:59	01:21:59			01:22:02	01:22:02		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:28
308	01:22:02	01:22:02	01:22:02	01:22:02	01:22:03	01:22:03			01:22:03	01:22:03	01:22:03	01:22:03	01:22:30	01:22:30	01:22:30	01:22:30	01:22:30	01:22:30			01:22:33	01:22:33		00:00:00	00:00:01		00:00:00	00:00:00	00:00:26	00:00:00	00:00:00		00:00:02	00:00:30
309	01:22:33	01:22:33	01:22:33	01:22:33	01:22:34	01:22:34			01:22:34	01:22:34	01:22:34	01:22:34	01:22:59	01:22:59	01:22:59	01:22:59	01:22:59	01:22:59			01:23:02	01:23:02		00:00:00	00:00:01		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:28
